#,,,,,,,,
agency_cd,site_no,datetime,timezone,Gage Height [ft],Discharge [cfs],Temperature [degrees C],Turbidity [FNU],Flooding
USGS,14206950,2/4/2017 11:30,PST,4.52,237,5.1,49.4,0
USGS,14206950,2/4/2017 11:45,PST,4.57,243,,,0
USGS,14206950,2/4/2017 12:00,PST,4.6,247,5.2,46.4,0
USGS,14206950,2/4/2017 12:15,PST,4.56,242,,,0
USGS,14206950,2/4/2017 12:30,PST,4.58,245,5.3,50.9,0
USGS,14206950,2/4/2017 12:45,PST,4.57,243,,,0
USGS,14206950,2/4/2017 13:00,PST,4.59,246,5.4,44.9,0
USGS,14206950,2/4/2017 13:15,PST,4.57,243,,,0
USGS,14206950,2/4/2017 13:30,PST,4.58,245,5.5,49.4,0
USGS,14206950,2/4/2017 13:45,PST,4.56,242,,,0
USGS,14206950,2/4/2017 14:00,PST,4.57,243,5.6,42.4,0
USGS,14206950,2/4/2017 14:15,PST,4.55,241,,,0
USGS,14206950,2/4/2017 14:30,PST,4.55,241,5.7,42.8,0
USGS,14206950,2/4/2017 14:45,PST,4.54,240,,,0
USGS,14206950,2/4/2017 15:00,PST,4.53,239,5.8,43.4,0
USGS,14206950,2/4/2017 15:15,PST,4.54,240,,,0
USGS,14206950,2/4/2017 15:30,PST,4.53,239,5.9,42.8,0
USGS,14206950,2/4/2017 15:45,PST,4.5,235,,,0
USGS,14206950,2/4/2017 16:00,PST,4.48,233,6,48.3,0
USGS,14206950,2/4/2017 16:15,PST,4.48,233,,,0
USGS,14206950,2/4/2017 16:30,PST,4.52,237,6.1,38,0
USGS,14206950,2/4/2017 16:45,PST,4.44,228,,,0
USGS,14206950,2/4/2017 17:00,PST,4.41,224,6.1,38.6,0
USGS,14206950,2/4/2017 17:15,PST,4.41,224,,,0
USGS,14206950,2/4/2017 17:30,PST,4.38,221,6.2,42.4,0
USGS,14206950,2/4/2017 17:45,PST,4.39,222,,,0
USGS,14206950,2/4/2017 18:00,PST,4.36,219,6.2,55.3,0
USGS,14206950,2/4/2017 18:15,PST,4.33,215,,,0
USGS,14206950,2/4/2017 18:30,PST,4.29,211,6.3,40,0
USGS,14206950,2/4/2017 18:45,PST,4.28,209,,,0
USGS,14206950,2/4/2017 19:00,PST,4.29,211,6.4,40,0
USGS,14206950,2/4/2017 19:15,PST,4.31,213,,,0
USGS,14206950,2/4/2017 19:30,PST,4.3,212,6.6,42.1,0
USGS,14206950,2/4/2017 19:45,PST,4.27,208,,,0
USGS,14206950,2/4/2017 20:00,PST,4.25,206,6.6,42,0
USGS,14206950,2/4/2017 20:15,PST,4.27,208,,,0
USGS,14206950,2/4/2017 20:30,PST,4.3,212,6.7,52.8,0
USGS,14206950,2/4/2017 20:45,PST,4.29,211,,,0
USGS,14206950,2/4/2017 21:00,PST,4.29,211,6.8,44.3,0
USGS,14206950,2/4/2017 21:15,PST,4.26,207,,,0
USGS,14206950,2/4/2017 21:30,PST,4.21,201,6.9,41.9,0
USGS,14206950,2/4/2017 21:45,PST,4.19,199,,,0
USGS,14206950,2/4/2017 22:00,PST,4.16,196,6.9,48.5,0
USGS,14206950,2/4/2017 22:15,PST,4.14,193,,,0
USGS,14206950,2/4/2017 22:30,PST,4.1,189,6.9,42.2,0
USGS,14206950,2/4/2017 22:45,PST,4.11,190,,,0
USGS,14206950,2/4/2017 23:00,PST,4.08,187,6.9,41,0
USGS,14206950,2/4/2017 23:15,PST,4.14,193,,,0
USGS,14206950,2/4/2017 23:30,PST,4.13,192,7,38.9,0
USGS,14206950,2/4/2017 23:45,PST,4.11,190,,,0
USGS,14206950,2/5/2017 0:00,PST,4.2,200,7,35.8,0
USGS,14206950,2/5/2017 0:15,PST,4.28,209,,,0
USGS,14206950,2/5/2017 0:30,PST,4.34,216,7,39.5,0
USGS,14206950,2/5/2017 0:45,PST,4.37,220,,,0
USGS,14206950,2/5/2017 1:00,PST,4.42,226,7.1,42,0
USGS,14206950,2/5/2017 1:15,PST,4.5,235,,,0
USGS,14206950,2/5/2017 1:30,PST,4.57,243,7.1,50.2,0
USGS,14206950,2/5/2017 1:45,PST,4.61,248,,,0
USGS,14206950,2/5/2017 2:00,PST,4.64,252,7.1,60.4,0
USGS,14206950,2/5/2017 2:15,PST,4.62,249,,,0
USGS,14206950,2/5/2017 2:30,PST,4.65,253,7.1,51.5,0
USGS,14206950,2/5/2017 2:45,PST,4.65,253,,,0
USGS,14206950,2/5/2017 3:00,PST,4.72,261,7,56.8,0
USGS,14206950,2/5/2017 3:15,PST,4.74,264,,,0
USGS,14206950,2/5/2017 3:30,PST,4.71,260,7,65.4,0
USGS,14206950,2/5/2017 3:45,PST,4.75,265,,,0
USGS,14206950,2/5/2017 4:00,PST,4.79,270,7,60.3,0
USGS,14206950,2/5/2017 4:15,PST,4.84,276,,,0
USGS,14206950,2/5/2017 4:30,PST,4.84,276,7,52.3,0
USGS,14206950,2/5/2017 4:45,PST,4.85,277,,,0
USGS,14206950,2/5/2017 5:00,PST,4.89,282,6.9,66.5,0
USGS,14206950,2/5/2017 5:15,PST,4.94,288,,,0
USGS,14206950,2/5/2017 5:30,PST,5.04,301,6.9,36.6,0
USGS,14206950,2/5/2017 5:45,PST,5.13,312,,,0
USGS,14206950,2/5/2017 6:00,PST,5.19,320,6.8,49.6,0
USGS,14206950,2/5/2017 6:15,PST,5.26,329,,,0
USGS,14206950,2/5/2017 6:30,PST,5.32,337,6.8,67,0
USGS,14206950,2/5/2017 6:45,PST,5.39,346,,,0
USGS,14206950,2/5/2017 7:00,PST,5.44,352,6.7,70.7,0
USGS,14206950,2/5/2017 7:15,PST,5.45,354,,,0
USGS,14206950,2/5/2017 7:30,PST,5.54,366,6.7,62.2,0
USGS,14206950,2/5/2017 7:45,PST,5.57,370,,,0
USGS,14206950,2/5/2017 8:00,PST,5.61,375,6.6,67,0
USGS,14206950,2/5/2017 8:15,PST,5.72,390,,,0
USGS,14206950,2/5/2017 8:30,PST,5.78,398,6.6,72.6,0
USGS,14206950,2/5/2017 8:45,PST,5.82,404,,,0
USGS,14206950,2/5/2017 9:00,PST,5.92,418,6.5,68.4,0
USGS,14206950,2/5/2017 9:15,PST,5.98,426,,,0
USGS,14206950,2/5/2017 9:30,PST,6.05,436,6.4,69.7,0
USGS,14206950,2/5/2017 9:45,PST,6.13,447,,,0
USGS,14206950,2/5/2017 10:00,PST,6.19,456,6.4,66.7,0
USGS,14206950,2/5/2017 10:15,PST,6.24,463,,,0
USGS,14206950,2/5/2017 10:30,PST,6.29,470,6.4,87.3,0
USGS,14206950,2/5/2017 10:45,PST,6.36,481,,,0
USGS,14206950,2/5/2017 11:00,PST,6.39,485,6.3,82.1,0
USGS,14206950,2/5/2017 11:15,PST,6.43,491,,,0
USGS,14206950,2/5/2017 11:30,PST,6.48,499,6.2,62.9,0
USGS,14206950,2/5/2017 11:45,PST,6.54,508,,,0
USGS,14206950,2/5/2017 12:00,PST,6.59,515,6.2,93.5,0
USGS,14206950,2/5/2017 12:15,PST,6.58,514,,,0
USGS,14206950,2/5/2017 12:30,PST,6.65,524,6.2,55.8,0
USGS,14206950,2/5/2017 12:45,PST,6.7,532,,,0
USGS,14206950,2/5/2017 13:00,PST,6.75,539,6.2,69.4,0
USGS,14206950,2/5/2017 13:15,PST,6.81,549,,,0
USGS,14206950,2/5/2017 13:30,PST,6.89,561,6.1,68.4,0
USGS,14206950,2/5/2017 13:45,PST,6.95,571,,,0
USGS,14206950,2/5/2017 14:00,PST,7.06,588,6.1,86.9,0
USGS,14206950,2/5/2017 14:15,PST,7.05,586,,,0
USGS,14206950,2/5/2017 14:30,PST,7.16,604,6.1,51.3,0
USGS,14206950,2/5/2017 14:45,PST,7.19,609,,,0
USGS,14206950,2/5/2017 15:00,PST,7.29,625,6.1,62,0
USGS,14206950,2/5/2017 15:15,PST,7.31,628,,,0
USGS,14206950,2/5/2017 15:30,PST,7.43,648,6,54.6,0
USGS,14206950,2/5/2017 15:45,PST,7.49,658,,,0
USGS,14206950,2/5/2017 16:00,PST,7.57,671,6,79.4,0
USGS,14206950,2/5/2017 16:15,PST,7.62,680,,,0
USGS,14206950,2/5/2017 16:30,PST,7.77,705,5.9,48.7,0
USGS,14206950,2/5/2017 16:45,PST,7.96,738,,,0
USGS,14206950,2/5/2017 17:00,PST,8.05,754,5.9,49.5,0
USGS,14206950,2/5/2017 17:15,PST,8.23,786,,,0
USGS,14206950,2/5/2017 17:30,PST,8.39,814,5.8,52,0
USGS,14206950,2/5/2017 17:45,PST,8.56,845,,,0
USGS,14206950,2/5/2017 18:00,PST,8.75,880,5.8,54,0
USGS,14206950,2/5/2017 18:15,PST,8.89,906,,,0
USGS,14206950,2/5/2017 18:30,PST,9.04,935,5.7,64.7,0
USGS,14206950,2/5/2017 18:45,PST,9.2,966,,,0
USGS,14206950,2/5/2017 19:00,PST,9.28,981,5.6,62,0
USGS,14206950,2/5/2017 19:15,PST,9.47,1020,,,0
USGS,14206950,2/5/2017 19:30,PST,9.53,1030,5.6,65,0
USGS,14206950,2/5/2017 19:45,PST,9.61,1050,,,0
USGS,14206950,2/5/2017 20:00,PST,9.73,1070,5.6,55.3,0
USGS,14206950,2/5/2017 20:15,PST,9.8,1090,,,0
USGS,14206950,2/5/2017 20:30,PST,9.91,1110,5.5,62,0
USGS,14206950,2/5/2017 20:45,PST,10.07,1160,,,0
USGS,14206950,2/5/2017 21:00,PST,10.11,1170,5.5,55.6,0
USGS,14206950,2/5/2017 21:15,PST,10.19,1190,,,0
USGS,14206950,2/5/2017 21:30,PST,10.31,1220,5.4,52.5,0
USGS,14206950,2/5/2017 21:45,PST,10.41,1250,,,0
USGS,14206950,2/5/2017 22:00,PST,10.52,1280,5.4,62.3,0
USGS,14206950,2/5/2017 22:15,PST,10.67,1320,,,0
USGS,14206950,2/5/2017 22:30,PST,10.71,1330,5.3,58,0
USGS,14206950,2/5/2017 22:45,PST,10.88,1370,,,0
USGS,14206950,2/5/2017 23:00,PST,10.84,1360,5.3,61.4,0
USGS,14206950,2/5/2017 23:15,PST,10.96,1400,,,0
USGS,14206950,2/5/2017 23:30,PST,11.01,1410,5.2,59.9,0
USGS,14206950,2/5/2017 23:45,PST,11.06,1420,,,0
USGS,14206950,2/6/2017 0:00,PST,11.11,1440,5.2,54,1
USGS,14206950,2/6/2017 0:15,PST,11.13,1440,,,1
USGS,14206950,2/6/2017 0:30,PST,11.17,1460,5.2,58.9,1
USGS,14206950,2/6/2017 0:45,PST,11.12,1440,,,1
USGS,14206950,2/6/2017 1:00,PST,11.23,1470,5.1,64.7,1
USGS,14206950,2/6/2017 1:15,PST,11.17,1460,,,1
USGS,14206950,2/6/2017 1:30,PST,11.07,1430,5.1,67,1
USGS,14206950,2/6/2017 1:45,PST,11.04,1420,,,1
USGS,14206950,2/6/2017 2:00,PST,11.03,1420,5.1,67.9,1
USGS,14206950,2/6/2017 2:15,PST,11.03,1420,,,1
USGS,14206950,2/6/2017 2:30,PST,11.09,1430,5,69.7,1
USGS,14206950,2/6/2017 2:45,PST,10.95,1390,,,1
USGS,14206950,2/6/2017 3:00,PST,10.95,1390,5,64,1
USGS,14206950,2/6/2017 3:15,PST,10.87,1370,,,1
USGS,14206950,2/6/2017 3:30,PST,10.79,1350,4.9,64.7,1
USGS,14206950,2/6/2017 3:45,PST,10.76,1340,,,1
USGS,14206950,2/6/2017 4:00,PST,10.7,1320,4.9,59.5,1
USGS,14206950,2/6/2017 4:15,PST,10.62,1300,,,1
USGS,14206950,2/6/2017 4:30,PST,10.6,1300,4.9,63.4,1
USGS,14206950,2/6/2017 4:45,PST,10.54,1280,,,1
USGS,14206950,2/6/2017 5:00,PST,10.51,1270,4.9,62,1
USGS,14206950,2/6/2017 5:15,PST,10.39,1240,,,1
USGS,14206950,2/6/2017 5:30,PST,10.44,1250,4.9,57.1,1
USGS,14206950,2/6/2017 5:45,PST,10.32,1220,,,1
USGS,14206950,2/6/2017 6:00,PST,10.26,1210,4.8,54.5,1
USGS,14206950,2/6/2017 6:15,PST,10.14,1170,,,1
USGS,14206950,2/6/2017 6:30,PST,10.06,1150,4.8,58.6,1
USGS,14206950,2/6/2017 6:45,PST,10.03,1150,,,1
USGS,14206950,2/6/2017 7:00,PST,9.96,1130,4.8,55.1,1
USGS,14206950,2/6/2017 7:15,PST,9.83,1090,,,1
USGS,14206950,2/6/2017 7:30,PST,9.76,1080,4.8,62.2,1
USGS,14206950,2/6/2017 7:45,PST,9.66,1060,,,1
USGS,14206950,2/6/2017 8:00,PST,9.65,1050,4.8,54.7,1
USGS,14206950,2/6/2017 8:15,PST,9.52,1030,,,1
USGS,14206950,2/6/2017 8:30,PST,9.47,1020,4.8,62,1
USGS,14206950,2/6/2017 8:45,PST,9.37,999,,,1
USGS,14206950,2/6/2017 9:00,PST,9.3,985,4.8,58,1
USGS,14206950,2/6/2017 9:15,PST,9.16,958,,,1
USGS,14206950,2/6/2017 9:30,PST,9.13,952,4.8,79.1,1
USGS,14206950,2/6/2017 9:45,PST,9,927,,,1
USGS,14206950,2/6/2017 10:00,PST,8.92,912,4.8,64.1,1
USGS,14206950,2/6/2017 10:15,PST,8.85,899,,,1
USGS,14206950,2/6/2017 10:30,PST,8.77,884,4.8,73,1
USGS,14206950,2/6/2017 10:45,PST,8.68,867,,,1
USGS,14206950,2/6/2017 11:00,PST,8.62,856,4.9,60.7,1
USGS,14206950,2/6/2017 11:15,PST,8.53,840,,,1
USGS,14206950,2/6/2017 11:30,PST,8.44,823,4.9,66.3,1
USGS,14206950,2/6/2017 11:45,PST,8.35,807,,,1
USGS,14206950,2/6/2017 12:00,PST,8.24,787,5,57.3,1
USGS,14206950,2/6/2017 12:15,PST,8.17,775,,,1
USGS,14206950,2/6/2017 12:30,PST,8.08,759,5,62,1
USGS,14206950,2/6/2017 12:45,PST,8,745,,,1
USGS,14206950,2/6/2017 13:00,PST,7.9,728,5.1,56.9,1
USGS,14206950,2/6/2017 13:15,PST,7.8,710,,,1
USGS,14206950,2/6/2017 13:30,PST,7.74,700,5.1,60.8,1
USGS,14206950,2/6/2017 13:45,PST,7.67,688,,,1
USGS,14206950,2/6/2017 14:00,PST,7.58,673,5.2,54.6,1
USGS,14206950,2/6/2017 14:15,PST,7.47,655,,,1
USGS,14206950,2/6/2017 14:30,PST,7.41,645,5.3,55.1,1
USGS,14206950,2/6/2017 14:45,PST,7.35,635,,,1
USGS,14206950,2/6/2017 15:00,PST,7.25,619,5.3,52.2,1
USGS,14206950,2/6/2017 15:15,PST,7.14,601,,,1
USGS,14206950,2/6/2017 15:30,PST,7.06,588,5.4,55.6,1
USGS,14206950,2/6/2017 15:45,PST,6.97,574,,,1
USGS,14206950,2/6/2017 16:00,PST,6.9,563,5.4,54.9,1
USGS,14206950,2/6/2017 16:15,PST,6.88,560,,,1
USGS,14206950,2/6/2017 16:30,PST,6.76,541,5.5,54.7,1
USGS,14206950,2/6/2017 16:45,PST,6.72,535,,,1
USGS,14206950,2/6/2017 17:00,PST,6.7,532,5.5,52.6,1
USGS,14206950,2/6/2017 17:15,PST,6.62,520,,,1
USGS,14206950,2/6/2017 17:30,PST,6.53,506,5.6,51,1
USGS,14206950,2/6/2017 17:45,PST,6.51,503,,,1
USGS,14206950,2/6/2017 18:00,PST,6.44,493,5.7,49.8,1
USGS,14206950,2/6/2017 18:15,PST,6.34,478,,,1
USGS,14206950,2/6/2017 18:30,PST,6.26,466,5.8,51.5,1
USGS,14206950,2/6/2017 18:45,PST,6.19,456,,,1
USGS,14206950,2/6/2017 19:00,PST,6.12,446,5.8,49.7,1
USGS,14206950,2/6/2017 19:15,PST,6.04,434,,,1
USGS,14206950,2/6/2017 19:30,PST,5.98,426,5.9,49.5,1
USGS,14206950,2/6/2017 19:45,PST,5.88,412,,,1
USGS,14206950,2/6/2017 20:00,PST,5.8,401,5.9,49.6,1
USGS,14206950,2/6/2017 20:15,PST,5.74,393,,,1
USGS,14206950,2/6/2017 20:30,PST,5.65,380,5.9,47.8,1
USGS,14206950,2/6/2017 20:45,PST,5.59,372,,,1
USGS,14206950,2/6/2017 21:00,PST,5.53,364,5.9,48.5,1
USGS,14206950,2/6/2017 21:15,PST,5.46,355,,,1
USGS,14206950,2/6/2017 21:30,PST,5.4,347,5.9,48.6,1
USGS,14206950,2/6/2017 21:45,PST,5.35,340,,,1
USGS,14206950,2/6/2017 22:00,PST,5.31,335,5.9,46,1
USGS,14206950,2/6/2017 22:15,PST,5.24,326,,,1
USGS,14206950,2/6/2017 22:30,PST,5.19,320,5.9,53.2,1
USGS,14206950,2/6/2017 22:45,PST,5.16,316,,,1
USGS,14206950,2/6/2017 23:00,PST,5.11,309,5.9,42.9,1
USGS,14206950,2/6/2017 23:15,PST,5.06,303,,,1
USGS,14206950,2/6/2017 23:30,PST,5.02,298,5.8,45.1,1
USGS,14206950,2/6/2017 23:45,PST,4.97,292,,,1
USGS,14206950,2/7/2017 0:00,PST,4.94,288,5.8,41.5,0
USGS,14206950,2/7/2017 0:15,PST,4.92,286,,,0
USGS,14206950,2/7/2017 0:30,PST,4.87,280,5.8,42.1,0
USGS,14206950,2/7/2017 0:45,PST,4.84,276,,,0
USGS,14206950,2/7/2017 1:00,PST,4.8,271,5.7,46.9,0
USGS,14206950,2/7/2017 1:15,PST,4.76,266,,,0
USGS,14206950,2/7/2017 1:30,PST,4.73,263,5.7,42.3,0
USGS,14206950,2/7/2017 1:45,PST,4.69,258,,,0
USGS,14206950,2/7/2017 2:00,PST,4.65,253,5.7,41.3,0
USGS,14206950,2/7/2017 2:15,PST,4.62,249,,,0
USGS,14206950,2/7/2017 2:30,PST,4.59,246,5.7,42.6,0
USGS,14206950,2/7/2017 2:45,PST,4.56,242,,,0
USGS,14206950,2/7/2017 3:00,PST,4.53,239,5.7,44.9,0
USGS,14206950,2/7/2017 3:15,PST,4.5,235,,,0
USGS,14206950,2/7/2017 3:30,PST,4.47,231,5.6,41.2,0
USGS,14206950,2/7/2017 3:45,PST,4.44,228,,,0
USGS,14206950,2/7/2017 4:00,PST,4.4,223,5.6,43.3,0
USGS,14206950,2/7/2017 4:15,PST,4.38,221,,,0
USGS,14206950,2/7/2017 4:30,PST,4.35,217,5.6,43.4,0
USGS,14206950,2/7/2017 4:45,PST,4.32,214,,,0
USGS,14206950,2/7/2017 5:00,PST,4.29,211,5.6,45.9,0
USGS,14206950,2/7/2017 5:15,PST,4.28,209,,,0
USGS,14206950,2/7/2017 5:30,PST,4.25,206,5.6,41,0
USGS,14206950,2/7/2017 5:45,PST,4.21,201,,,0
USGS,14206950,2/7/2017 6:00,PST,4.19,199,5.6,41,0
USGS,14206950,2/7/2017 6:15,PST,4.17,197,,,0
USGS,14206950,2/7/2017 6:30,PST,4.14,193,5.6,39.7,0
USGS,14206950,2/7/2017 6:45,PST,4.13,192,,,0
USGS,14206950,2/7/2017 7:00,PST,4.09,188,5.6,41.2,0
USGS,14206950,2/7/2017 7:15,PST,4.08,187,,,0
USGS,14206950,2/7/2017 7:30,PST,4.07,186,5.6,40.4,0
USGS,14206950,2/7/2017 7:45,PST,4.03,181,,,0
USGS,14206950,2/7/2017 8:00,PST,4.02,180,5.6,38.3,0
USGS,14206950,2/7/2017 8:15,PST,3.99,176,,,0
USGS,14206950,2/7/2017 8:30,PST,3.98,175,5.6,40.6,0
USGS,14206950,2/7/2017 8:45,PST,3.95,172,,,0
USGS,14206950,2/7/2017 9:00,PST,3.94,170,5.6,39.1,0
USGS,14206950,2/7/2017 9:15,PST,3.92,168,,,0
USGS,14206950,2/7/2017 9:30,PST,3.91,167,5.6,38.1,0
USGS,14206950,2/7/2017 9:45,PST,3.89,164,,,0
USGS,14206950,2/7/2017 10:00,PST,3.88,163,5.6,36.8,0
USGS,14206950,2/7/2017 10:15,PST,3.86,161,,,0
USGS,14206950,2/7/2017 10:30,PST,3.86,161,5.6,35.6,0
USGS,14206950,2/7/2017 10:45,PST,3.87,162,,,0
USGS,14206950,2/7/2017 11:00,PST,3.88,163,5.6,35.2,0
USGS,14206950,2/7/2017 11:15,PST,3.89,164,,,0
USGS,14206950,2/7/2017 11:30,PST,3.91,167,5.7,35.8,0
USGS,14206950,2/7/2017 11:45,PST,3.91,167,,,0
USGS,14206950,2/7/2017 12:00,PST,3.92,168,5.8,35.7,0
USGS,14206950,2/7/2017 12:15,PST,3.9,166,,,0
USGS,14206950,2/7/2017 12:30,PST,3.9,166,5.8,39,0
USGS,14206950,2/7/2017 12:45,PST,3.89,164,,,0
USGS,14206950,2/7/2017 13:00,PST,3.87,162,5.8,34.5,0
USGS,14206950,2/7/2017 13:15,PST,3.86,161,,,0
USGS,14206950,2/7/2017 13:30,PST,3.84,158,5.7,33,0
USGS,14206950,2/7/2017 13:45,PST,3.84,158,,,0
USGS,14206950,2/7/2017 14:00,PST,3.84,158,5.8,34.5,0
USGS,14206950,2/7/2017 14:15,PST,3.84,158,,,0
USGS,14206950,2/7/2017 14:30,PST,3.83,157,5.8,31.8,0
USGS,14206950,2/7/2017 14:45,PST,3.83,157,,,0
USGS,14206950,2/7/2017 15:00,PST,3.83,157,5.8,29.6,0
USGS,14206950,2/7/2017 15:15,PST,3.84,158,,,0
USGS,14206950,2/7/2017 15:30,PST,3.84,158,5.9,29.9,0
USGS,14206950,2/7/2017 15:45,PST,3.84,158,,,0
USGS,14206950,2/7/2017 16:00,PST,3.84,158,5.9,30.1,0
USGS,14206950,2/7/2017 16:15,PST,3.82,156,,,0
USGS,14206950,2/7/2017 16:30,PST,3.84,158,6,29.4,0
USGS,14206950,2/7/2017 16:45,PST,3.83,157,,,0
USGS,14206950,2/7/2017 17:00,PST,3.82,156,6,29.7,0
USGS,14206950,2/7/2017 17:15,PST,3.83,157,,,0
USGS,14206950,2/7/2017 17:30,PST,3.82,156,6,28.6,0
USGS,14206950,2/7/2017 17:45,PST,3.8,154,,,0
USGS,14206950,2/7/2017 18:00,PST,3.8,154,6,28.4,0
USGS,14206950,2/7/2017 18:15,PST,3.79,152,,,0
USGS,14206950,2/7/2017 18:30,PST,3.79,152,6,28.1,0
USGS,14206950,2/7/2017 18:45,PST,3.79,152,,,0
USGS,14206950,2/7/2017 19:00,PST,3.78,151,6,27.5,0
USGS,14206950,2/7/2017 19:15,PST,3.78,151,,,0
USGS,14206950,2/7/2017 19:30,PST,3.77,150,6.1,27.9,0
USGS,14206950,2/7/2017 19:45,PST,3.78,151,,,0
USGS,14206950,2/7/2017 20:00,PST,3.77,150,6.1,25.5,0
USGS,14206950,2/7/2017 20:15,PST,3.76,149,,,0
USGS,14206950,2/7/2017 20:30,PST,3.77,150,6.1,26.2,0
USGS,14206950,2/7/2017 20:45,PST,3.77,150,,,0
USGS,14206950,2/7/2017 21:00,PST,3.77,150,6.1,25.6,0
USGS,14206950,2/7/2017 21:15,PST,3.75,148,,,0
USGS,14206950,2/7/2017 21:30,PST,3.77,150,6.2,25.3,0
USGS,14206950,2/7/2017 21:45,PST,3.74,147,,,0
USGS,14206950,2/7/2017 22:00,PST,3.75,148,6.2,25.1,0
USGS,14206950,2/7/2017 22:15,PST,3.74,147,,,0
USGS,14206950,2/7/2017 22:30,PST,3.74,147,6.2,25.6,0
USGS,14206950,2/7/2017 22:45,PST,3.74,147,,,0
USGS,14206950,2/7/2017 23:00,PST,3.72,144,6.2,25.8,0
USGS,14206950,2/7/2017 23:15,PST,3.7,142,,,0
USGS,14206950,2/7/2017 23:30,PST,3.69,141,6.2,25.5,0
USGS,14206950,2/7/2017 23:45,PST,3.68,140,,,0
USGS,14206950,2/8/2017 0:00,PST,3.66,138,6.2,26.9,0
USGS,14206950,2/8/2017 0:15,PST,3.65,136,,,0
USGS,14206950,2/8/2017 0:30,PST,3.65,136,6.2,25.9,0
USGS,14206950,2/8/2017 0:45,PST,3.64,135,,,0
USGS,14206950,2/8/2017 1:00,PST,3.63,134,6.2,24.1,0
USGS,14206950,2/8/2017 1:15,PST,3.63,134,,,0
USGS,14206950,2/8/2017 1:30,PST,3.61,132,6.2,24.9,0
USGS,14206950,2/8/2017 1:45,PST,3.6,131,,,0
USGS,14206950,2/8/2017 2:00,PST,3.6,131,6.2,25.4,0
USGS,14206950,2/8/2017 2:15,PST,3.58,129,,,0
USGS,14206950,2/8/2017 2:30,PST,3.58,129,6.2,25.2,0
USGS,14206950,2/8/2017 2:45,PST,3.57,128,,,0
USGS,14206950,2/8/2017 3:00,PST,3.58,129,6.2,24.7,0
USGS,14206950,2/8/2017 3:15,PST,3.58,129,,,0
USGS,14206950,2/8/2017 3:30,PST,3.6,131,6.2,25.3,0
USGS,14206950,2/8/2017 3:45,PST,3.62,133,,,0
USGS,14206950,2/8/2017 4:00,PST,3.68,140,6.1,31.4,0
USGS,14206950,2/8/2017 4:15,PST,3.73,146,,,0
USGS,14206950,2/8/2017 4:30,PST,3.77,150,6.1,25.9,0
USGS,14206950,2/8/2017 4:45,PST,3.83,157,,,0
USGS,14206950,2/8/2017 5:00,PST,3.9,166,6.1,23.7,0
USGS,14206950,2/8/2017 5:15,PST,3.98,175,,,0
USGS,14206950,2/8/2017 5:30,PST,4.07,186,6,32.8,0
USGS,14206950,2/8/2017 5:45,PST,4.16,196,,,0
USGS,14206950,2/8/2017 6:00,PST,4.23,204,5.9,42.6,0
USGS,14206950,2/8/2017 6:15,PST,4.29,211,,,0
USGS,14206950,2/8/2017 6:30,PST,4.33,215,5.8,40,0
USGS,14206950,2/8/2017 6:45,PST,4.41,224,,,0
USGS,14206950,2/8/2017 7:00,PST,4.44,228,5.7,35.5,0
USGS,14206950,2/8/2017 7:15,PST,4.51,236,,,0
USGS,14206950,2/8/2017 7:30,PST,4.53,239,5.7,35.5,0
USGS,14206950,2/8/2017 7:45,PST,4.55,241,,,0
USGS,14206950,2/8/2017 8:00,PST,4.61,248,5.7,36.6,0
USGS,14206950,2/8/2017 8:15,PST,4.64,252,,,0
USGS,14206950,2/8/2017 8:30,PST,4.65,253,5.7,37.6,0
USGS,14206950,2/8/2017 8:45,PST,4.65,253,,,0
USGS,14206950,2/8/2017 9:00,PST,4.68,256,5.7,37.5,0
USGS,14206950,2/8/2017 9:15,PST,4.73,263,,,0
USGS,14206950,2/8/2017 9:30,PST,4.76,266,5.7,35.9,0
USGS,14206950,2/8/2017 9:45,PST,4.79,270,,,0
USGS,14206950,2/8/2017 10:00,PST,4.84,276,5.7,33.6,0
USGS,14206950,2/8/2017 10:15,PST,4.88,281,,,0
USGS,14206950,2/8/2017 10:30,PST,4.99,294,5.7,39.6,0
USGS,14206950,2/8/2017 10:45,PST,5.04,301,,,0
USGS,14206950,2/8/2017 11:00,PST,5.11,309,5.7,36.8,0
USGS,14206950,2/8/2017 11:15,PST,5.16,316,,,0
USGS,14206950,2/8/2017 11:30,PST,5.21,322,5.7,41.9,0
USGS,14206950,2/8/2017 11:45,PST,5.28,331,,,0
USGS,14206950,2/8/2017 12:00,PST,5.34,339,5.7,44.2,0
USGS,14206950,2/8/2017 12:15,PST,5.4,347,,,0
USGS,14206950,2/8/2017 12:30,PST,5.43,351,5.7,46.9,0
USGS,14206950,2/8/2017 12:45,PST,5.48,358,,,0
USGS,14206950,2/8/2017 13:00,PST,5.52,363,5.7,42.7,0
USGS,14206950,2/8/2017 13:15,PST,5.56,368,,,0
USGS,14206950,2/8/2017 13:30,PST,5.56,368,5.8,40,0
USGS,14206950,2/8/2017 13:45,PST,5.62,376,,,0
USGS,14206950,2/8/2017 14:00,PST,5.65,380,5.8,39.6,0
USGS,14206950,2/8/2017 14:15,PST,5.69,386,,,0
USGS,14206950,2/8/2017 14:30,PST,5.7,387,5.8,37.4,0
USGS,14206950,2/8/2017 14:45,PST,5.74,393,,,0
USGS,14206950,2/8/2017 15:00,PST,5.76,396,5.8,39.5,0
